State,District,Season,Crop,Soil_Type,Area,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
Uttar Pradesh,BALRAMPUR,Rabi,maize,Alluvial,123.0,35.7,22.39,65.09,6.25,77.8,48.4,19.8,1.626
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,3957.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,0.744
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,106445.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,0.786
Uttar Pradesh,BALRAMPUR,Rabi,maize,Alluvial,100.0,35.7,22.39,65.09,6.25,77.8,48.4,19.8,1.11
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,5743.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,0.913
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,98272.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,1.748
Uttar Pradesh,BALRAMPUR,Rabi,maize,Alluvial,11.0,35.7,22.39,65.09,6.25,77.8,48.4,19.8,1.364
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,146.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.363
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,8359.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,0.617
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,110144.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,1.573
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,5743.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,0.96
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,98272.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,1.955
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,8525.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,0.929
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,122512.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,1.818
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,179.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.324
Uttar Pradesh,BALRAMPUR,Whole year,banana,Alluvial,2.0,1247.9,27.38,80.36,5.98,100.2,82.0,50.0,39.0
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,5573.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.007
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,100608.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,2.036
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,198.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.434
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,8807.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,0.811
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,108039.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,2.629
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,206.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.495
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,9654.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.037
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,101195.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,1.773
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,245.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.453
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,8288.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.044
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,105641.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,2.179
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,253.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.466
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,6392.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.052
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,107106.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,2.195
Uttar Pradesh,BALRAMPUR,Rabi,maize,Alluvial,65.0,35.7,22.39,65.09,6.25,77.8,48.4,19.8,2.231
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,249.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.655
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,7388.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.184
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,106533.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,2.322
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,270.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.848
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,2160.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.227
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,105387.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,2.209
Uttar Pradesh,BALRAMPUR,Rabi,maize,Alluvial,33.0,35.7,22.39,65.09,6.25,77.8,48.4,19.8,3.545
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,127.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.835
Uttar Pradesh,BALRAMPUR,Kharif,maize,Alluvial,7772.0,1071.7,22.39,65.09,6.25,77.8,48.4,19.8,1.189
Uttar Pradesh,BALRAMPUR,Kharif,rice,Alluvial,108030.0,1071.7,23.69,82.27,6.43,79.9,47.6,39.9,1.835
Uttar Pradesh,BALRAMPUR,Rabi,maize,Alluvial,428.0,35.7,22.39,65.09,6.25,77.8,48.4,19.8,2.393
Uttar Pradesh,BALRAMPUR,Summer,maize,Alluvial,266.0,1247.9,22.39,65.09,6.25,77.8,48.4,19.8,1.778
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,9.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.556
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,59411.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.198
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,5.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,61300.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.488
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,3.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,0.667
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,64840.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.332
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,9.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,0.778
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,65618.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.008
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,6.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,66005.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.399
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,2.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,0.5
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,58582.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,0.81
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,4.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.25
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,60840.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.173
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,7.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.571
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,64353.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.18
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,1.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,14460.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,0.825
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,20.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.3
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,57838.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,0.884
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,17.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.412
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,28577.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,0.629
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,2.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,56371.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.436
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,4.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,30889.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.057
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,41.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.463
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,47536.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.152
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,6.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.167
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,55840.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.479
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,9.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.778
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,49833.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.75
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,4.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,56350.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.808
Uttar Pradesh,BANDA,Rabi,maize,Alluvial,109.0,29.2,22.39,65.09,6.25,77.8,48.4,19.8,3.55
Uttar Pradesh,BANDA,Kharif,maize,Alluvial,3.0,840.4,22.39,65.09,6.25,77.8,48.4,19.8,1.667
Uttar Pradesh,BANDA,Kharif,rice,Alluvial,45895.0,840.4,23.69,82.27,6.43,79.9,47.6,39.9,1.785
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,6310.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.903
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,139476.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,1.985
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,523.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.579
Uttar Pradesh,BARABANKI,Summer,rice,Alluvial,15.0,1055.4,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,6207.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.697
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,149413.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.152
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,615.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.015
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,5439.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.926
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,154008.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.146
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,650.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,1.449
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,5109.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,1.401
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,159139.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,1.778
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,782.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,1.623
Uttar Pradesh,BARABANKI,Summer,rice,Alluvial,4.0,1055.4,23.69,82.27,6.43,79.9,47.6,39.9,1.75
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,4891.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,1.691
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,158817.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.121
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,767.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,1.628
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,5230.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.844
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,146179.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.123
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,737.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,1.107
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,6037.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.626
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,176642.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.351
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,4.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,1.25
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,820.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.367
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,6414.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,1.512
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,186987.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.469
Uttar Pradesh,BARABANKI,Whole year,banana,Alluvial,3.0,1055.4,27.38,80.36,5.98,100.2,82.0,50.0,36.333
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,4390.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,1.142
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,179338.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.323
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,6231.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.635
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,182527.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.063
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,906.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.326
Uttar Pradesh,BARABANKI,Whole year,banana,Alluvial,4.0,1055.4,27.38,80.36,5.98,100.2,82.0,50.0,38.75
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,7085.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.637
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,195339.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,1.509
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,906.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.437
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,4816.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.004
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,161107.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.057
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,484.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.496
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,5066.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.487
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,172786.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.314
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,2.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,507.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.456
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,4423.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.897
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,176864.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.38
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,17.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,480.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.467
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,3713.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.845
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,177698.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.735
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,17.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,2.412
Uttar Pradesh,BARABANKI,Summer,banana,Alluvial,27.0,1055.4,27.38,80.36,5.98,100.2,82.0,50.0,43.704
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,562.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.653
Uttar Pradesh,BARABANKI,Summer,rice,Alluvial,2.0,1055.4,23.69,82.27,6.43,79.9,47.6,39.9,2.5
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,3464.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.631
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,183962.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,3.057
Uttar Pradesh,BARABANKI,Summer,banana,Alluvial,29.0,1055.4,27.38,80.36,5.98,100.2,82.0,50.0,44.655
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,473.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.848
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,3450.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.986
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,181235.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.858
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,6.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,3.5
Uttar Pradesh,BARABANKI,Summer,banana,Alluvial,163.0,1055.4,27.38,80.36,5.98,100.2,82.0,50.0,43.54
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,420.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.838
Uttar Pradesh,BARABANKI,Kharif,maize,Alluvial,2980.0,930.5,22.39,65.09,6.25,77.8,48.4,19.8,0.727
Uttar Pradesh,BARABANKI,Kharif,rice,Alluvial,191884.0,930.5,23.69,82.27,6.43,79.9,47.6,39.9,2.76
Uttar Pradesh,BARABANKI,Rabi,maize,Alluvial,85.0,31.3,22.39,65.09,6.25,77.8,48.4,19.8,2.4
Uttar Pradesh,BARABANKI,Summer,banana,Alluvial,120.0,1055.4,27.38,80.36,5.98,100.2,82.0,50.0,45.108
Uttar Pradesh,BARABANKI,Summer,maize,Alluvial,299.0,1055.4,22.39,65.09,6.25,77.8,48.4,19.8,1.779
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,488.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.309
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,162862.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.311
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,37.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.568
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,336.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.31
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,709.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,0.21
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,172969.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.091
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,50.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.02
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,181.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.088
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,254.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.484
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,181820.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.123
Uttar Pradesh,BAREILLY,Rabi,maize,Alluvial,42.0,39.2,22.39,65.09,6.25,77.8,48.4,19.8,1.452
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,103.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.126
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,245.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.845
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,179743.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.937
Uttar Pradesh,BAREILLY,Rabi,maize,Alluvial,54.0,39.2,22.39,65.09,6.25,77.8,48.4,19.8,1.63
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,138.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.935
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,269.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.468
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,175784.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.069
Uttar Pradesh,BAREILLY,Rabi,maize,Alluvial,154.0,39.2,22.39,65.09,6.25,77.8,48.4,19.8,1.63
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,157.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.07
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,296.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.064
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,122792.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.869
Uttar Pradesh,BAREILLY,Rabi,maize,Alluvial,161.0,39.2,22.39,65.09,6.25,77.8,48.4,19.8,1.106
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,249.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.867
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,382.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.906
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,159862.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.119
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,142.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.366
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,273.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.117
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,290.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.534
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,187526.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.919
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,156.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.494
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,159862.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.888
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,292.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.688
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,187526.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.789
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,244.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.328
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,406.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.788
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,245.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.653
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,151272.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.935
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,147.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.435
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,381.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.934
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,196.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.934
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,186648.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.749
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,90.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,997.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.749
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,279.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.871
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,149116.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.786
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,95.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.453
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,1129.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.786
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,247.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.632
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,163015.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,1.658
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,113.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.469
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,1035.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,1.658
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,225.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,1.902
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,166888.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.52
Uttar Pradesh,BAREILLY,Summer,banana,Alluvial,1.0,996.6,27.38,80.36,5.98,100.2,82.0,50.0,44.0
Uttar Pradesh,BAREILLY,Summer,maize,Alluvial,158.0,996.6,22.39,65.09,6.25,77.8,48.4,19.8,1.652
Uttar Pradesh,BAREILLY,Summer,rice,Alluvial,634.0,996.6,23.69,82.27,6.43,79.9,47.6,39.9,2.521
Uttar Pradesh,BAREILLY,Kharif,maize,Alluvial,260.0,853.8,22.39,65.09,6.25,77.8,48.4,19.8,2.1
Uttar Pradesh,BAREILLY,Kharif,rice,Alluvial,145203.0,853.8,23.69,82.27,6.43,79.9,47.6,39.9,2.234
