Crop,Soil_Type,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
rice,Alluvial,861.7,23.69,82.27,6.43,79.9,47.6,39.9,1.994
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.469
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Alluvial,861.7,23.69,82.27,6.43,79.9,47.6,39.9,2.426
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,2.385
banana,Alluvial,861.7,27.38,80.36,5.98,100.2,82.0,50.0,43.693
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.658
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.14
rice,Alluvial,861.7,23.69,82.27,6.43,79.9,47.6,39.9,2.175
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,3.143
banana,Alluvial,861.7,27.38,80.36,5.98,100.2,82.0,50.0,44.653
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.851
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.082
rice,Alluvial,861.7,23.69,82.27,6.43,79.9,47.6,39.9,2.209
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,3.551
banana,Alluvial,861.7,27.38,80.36,5.98,100.2,82.0,50.0,43.545
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.84
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.779
rice,Alluvial,861.7,23.69,82.27,6.43,79.9,47.6,39.9,2.163
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,2.393
banana,Alluvial,861.7,27.38,80.36,5.98,100.2,82.0,50.0,45.11
maize,Alluvial,861.7,22.39,65.09,6.25,77.8,48.4,19.8,1.777
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.997
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.582
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.579
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.583
jute,Alluvial,955.4,24.96,79.64,6.73,78.4,46.9,40.0,0.8
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.536
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.23
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.015
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.228
jute,Alluvial,955.4,24.96,79.64,6.73,78.4,46.9,40.0,0.5
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.173
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.552
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.45
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.551
jute,Alluvial,955.4,24.96,79.64,6.73,78.4,46.9,40.0,0.833
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.731
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.54
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.62
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.438
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.819
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.583
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.628
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.586
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.834
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.105
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.108
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.104
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.824
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.383
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.357
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.367
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.382
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.969
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.083
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,4.647
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,36.393
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.036
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.253
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,38.102
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.05
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.05
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.25
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.326
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.05
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,38.821
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.857
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.07
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.437
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.07
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.757
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,1.781
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.75
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,38.102
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.496
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,1.781
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.802
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,1.97
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,41.108
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.455
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,1.97
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.744
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.165
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.466
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.165
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.894
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.403
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.383
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,43.689
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.653
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.403
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.992
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.563
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,44.653
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.847
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.563
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.851
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.696
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.529
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,43.54
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.837
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.696
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.271
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.724
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.393
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,45.119
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.778
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.724
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.523
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.602
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.579
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.435
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.605
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.015
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.103
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.507
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.449
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.458
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.885
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.622
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.821
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.423
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.629
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.331
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.665
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.107
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.667
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.703
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.635
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.367
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.367
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.244
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.344
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,6.2
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,36.366
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.375
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.54
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,38.107
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.936
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.209
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,4.075
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.326
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,38.813
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.773
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.514
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.914
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.437
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,0.927
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.58
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.625
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,38.107
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.496
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.004
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.164
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.055
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,41.12
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.455
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.696
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.335
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.004
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.466
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.122
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.39
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.683
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,43.688
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.653
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.131
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.471
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.131
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,44.653
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.847
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.684
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.617
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.553
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,43.541
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.837
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,2.432
rice,Alluvial,955.4,23.69,82.27,6.43,79.9,47.6,39.9,2.142
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,3.606
banana,Alluvial,955.4,27.38,80.36,5.98,100.2,82.0,50.0,45.113
maize,Alluvial,955.4,22.39,65.09,6.25,77.8,48.4,19.8,1.778
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.36
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.6
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.667
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.285
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.759
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.756
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.819
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.898
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.979
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.085
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.705
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.333
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.111
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.275
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.645
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.919
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.389
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.727
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.616
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.942
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.723
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.754
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.301
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.034
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.749
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.736
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.622
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.607
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.655
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.163
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.694
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,1.309
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,1.085
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.562
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.711
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,0.996
rice,Alluvial,1034.6,23.69,82.27,6.43,79.9,47.6,39.9,0.78
maize,Alluvial,1034.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.938
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.705
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.576
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.667
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.3
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.648
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.01
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.667
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.962
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.705
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.446
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.714
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.809
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.268
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.623
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.333
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.796
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.721
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.632
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.5
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.5
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.823
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.106
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.667
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.781
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.117
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.368
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.224
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.875
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,4.5
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,36.385
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.043
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.924
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,38.087
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.099
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.944
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.325
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,38.857
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.472
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.832
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.439
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.176
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.11
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,38.087
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.492
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.202
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.189
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,41.13
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.457
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.0
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.093
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,1.911
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.472
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.099
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.013
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.65
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.455
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.05
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,44.667
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.846
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.681
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.026
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,3.5
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,43.545
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.835
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,0.747
rice,Alluvial,885.3,23.69,82.27,6.43,79.9,47.6,39.9,2.325
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,2.381
banana,Alluvial,885.3,27.38,80.36,5.98,100.2,82.0,50.0,45.113
maize,Alluvial,885.3,22.39,65.09,6.25,77.8,48.4,19.8,1.775
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.522
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.265
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.581
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.267
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,0.439
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.125
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.013
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.126
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.104
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.748
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.45
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.75
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.459
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.512
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.62
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.514
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.822
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.242
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.629
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.244
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.338
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.687
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.107
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.686
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,0.904
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.747
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.25
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.367
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.748
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.245
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.244
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,4.75
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,36.37
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.66
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.336
banana,Alluvial,1389.1,27.38,80.36,5.98,100.2,82.0,50.0,38.104
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.247
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.308
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,3.25
maize,Alluvial,1389.1,22.39,65.09,6.25,77.8,48.4,19.8,1.327
rice,Alluvial,1389.1,23.69,82.27,6.43,79.9,47.6,39.9,2.31
